date,Unnamed: 0,_id,updatetime,suspend,vol,high,amount,code,low,time,close,open,flow,total,percent,settle,wd,close_EMA_5,close_EMA_7,close_EMA_14,close_EMA_21,close_EMA_3,close_EMA_15,close_EMA_30,close_EMA_45,close_EMA_25,close_EMA_50,close_EMA_75,close_EMA_10,close_EMA_20,close_EMA_40,close_EMA_80,close_EMA_5_3,close_EMA_10_3,close_EMA_20_3,close_EMA_40_3,close_EMA_80_3,close_EMA_5_-3,close_EMA_10_-3,close_EMA_20_-3,close_EMA_40_-3,close_EMA_80_-3,close_shift_4,BIAS_5,BIAS_50,CCI,K,D,J,WR,RSI_6,RSI_12,ROC_6,ROC_12,RSI_24,Dea,MACD,close_EMA_26,close_EMA_12,close_MA_5,close_MA_10,close_MA_20,close_MA_30,close_MA_40,close_MA_60,Klength,KUpperlength,KLowerlength,MeanAmplitude,MB,UP,DN
20150121,0,300413XSHE20150121,20200210005514,0,942,13.05,1229065.0,300413.XSHE,11.85,1500,13.05,11.85,7000.0,40100.0,,,1.0,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.441500000000001,13.441500000000001,13.441500000000001,13.441500000000001,13.441500000000001,12.6585,12.6585,12.6585,12.6585,12.6585,,,,,,,,,,,,,,0.0,0.0,13.05,13.05,,,,,,,1.200000000000001,0.0,0.0,,,,
20150122,1,300413XSHE20150122,20200210005514,0,222,14.36,318792.0,300413.XSHE,14.36,1500,14.36,14.36,7000.0,40100.0,10.0383141762,13.05,2.0,13.486666666666666,13.377500000000001,13.224666666666668,13.16909090909091,13.705,13.213750000000001,13.13451612903226,13.106956521739132,13.150769230769233,13.10137254901961,13.084473684210527,13.288181818181819,13.174761904761905,13.113902439024391,13.082345679012347,13.891266666666667,13.686827272727275,13.570004761904762,13.507319512195124,13.474816049382717,13.082066666666666,12.889536363636363,12.779519047619047,12.720485365853659,12.689875308641977,,,,,,,,,,,,,,0.020900284900285015,0.16720227920228012,13.147037037037038,13.251538461538463,,,,,,,0.0,0.0,0.0,,,,
20150123,2,300413XSHE20150123,20200210005514,0,274,15.8,432920.0,300413.XSHE,15.8,1500,15.8,15.8,7000.0,40100.0,10.0278551532,14.36,3.0,14.257777777777777,13.983125000000001,13.568044444444444,13.408264462809917,14.752500000000001,13.53703125,13.306482830385017,13.224045368620041,13.354556213017755,13.207201076509039,13.155934903047092,13.744876033057851,13.424784580498867,13.244931588340275,13.149448254839202,14.685511111111111,14.157222314049587,13.827528117913834,13.642279535990484,13.543931702484379,13.830044444444443,13.332529752066115,13.0220410430839,12.847583640690067,12.754964807194025,,,,,,,,,,,,,,0.07673155899708611,0.44665019277440876,13.343552812071332,13.643609467455622,,,,,,,0.0,0.0,0.0,,,,
20150126,3,300413XSHE20150126,20200210005515,0,571,17.38,992398.0,300413.XSHE,17.38,1500,17.38,17.38,7000.0,40100.0,10.0,15.8,4.0,15.298518518518518,14.83234375,14.076305185185184,13.769331329827196,16.06625,14.01740234375,13.569290389715016,13.404739048245258,13.664205735093311,13.370840249979272,13.267094510861641,14.405807663410968,13.8014717633085,13.446642242567581,13.25390632262095,15.757474074074075,14.837981893313298,14.215515916207755,13.850041509844608,13.651523512299578,14.839562962962962,13.973633433508638,13.387427610409246,13.043242975290553,12.85628913294232,,,,,,,,,,,,,,0.1765632232154108,0.7986533137465975,13.642548900066048,14.218438780154758,,,,,,,0.0,0.0,0.0,,,,
20150127,4,300413XSHE20150127,20200210005515,0,1229,19.12,2350804.0,300413.XSHE,19.12,1500,19.12,19.12,7000.0,40100.0,10.0115074799,17.38,4.0,16.572345679012347,15.9042578125,14.748797827160494,14.25575575438836,17.593125,14.65522705078125,13.927400687152758,13.653228654843291,14.083882217009212,13.596297495078124,13.421118339523176,15.262933542790792,14.307998262041023,13.723391401466722,13.398748141815494,17.069516049382717,15.720821549074516,14.737238209902253,14.135093143510725,13.80071058606996,16.075175308641978,14.805045536507068,13.878758314179793,13.31168965942272,12.996785697561029,13.05,19.93476351775184,,,,,,,,,,,,0.32609839919027545,1.1962814077989172,14.048286018579676,14.97252512166941,15.942000000000002,,,,,,0.0,0.0,0.0,,,,
20150128,5,300413XSHE20150128,20200210005515,0,2387,21.03,5021943.0,300413.XSHE,21.03,1500,21.03,21.03,7000.0,40100.0,9.989539749,19.12,4.0,18.0582304526749,17.185693359375,15.586291450205762,14.871596140353056,19.3115625,15.452073669433593,14.385632900884838,13.973957843763149,14.618198969546965,13.887815240369179,13.62135206743046,16.311491080465196,14.948188903751403,14.079811333102493,13.587174113622519,18.599977366255146,16.800835812879154,15.396634570863945,14.502205673095567,13.994789337031195,17.51648353909465,15.82214634805124,14.49974323663886,13.657416993109418,13.179558890213842,14.36,19.91105029079713,,,,,,,100.0,,,,,0.5286775826555932,1.6206334677225414,14.565450017203405,15.904444333720269,17.538,,,,,,0.0,0.0,0.0,,,,
20150129,6,300413XSHE20150129,20200210005514,0,3077,23.13,7118396.5,300413.XSHE,23.13,1500,23.13,23.13,7000.0,40100.0,9.9857346648,21.03,4.0,19.748820301783265,18.67177001953125,16.592119256844992,15.622360127593687,21.22078125,16.411814460754396,14.949785616956783,14.37204663316475,15.272952894966428,14.250253858393917,13.871579644603344,17.55121997492607,15.72740900815603,14.521283950999932,13.822799444150357,20.341284910836762,18.077756574173854,16.199231278400713,14.95692246952993,14.237483427474869,19.15635569272977,17.024683375678286,15.255586737911349,14.085645432469933,13.408115460825845,15.8,19.894256686709525,,,,,,,100.0,,77.24137931034481,,,0.7861834971921748,2.0600473162926534,15.199861127040188,17.01606828237869,19.291999999999998,,,,,,0.0,0.0,0.0,,,,
20150130,7,300413XSHE20150130,20200210005515,0,3917,25.44,9966374.0,300413.XSHE,25.44,1500,25.44,25.44,7000.0,40100.0,9.9870298314,23.13,4.0,21.645880201188845,20.363827514648438,17.771836689265662,16.514872843266986,23.330390625,17.540337653160098,15.62657364166925,14.853261996940194,16.055033441507472,14.689067432574548,14.176011759219046,18.985543615848602,16.65241767404593,15.053904246073106,14.109643902319485,22.295256607224513,19.55510992432406,17.15199020426731,15.5055213734553,14.53293321938907,20.996503795153178,18.415977307373144,16.152845143824553,14.602287118690912,13.6863545852499,17.38,19.886899151743652,,,50.0,50.0,50.0,,100.0,,77.15877437325906,,,1.099680366744287,2.5079749564168963,15.958389932444618,18.312057777397353,21.22,,,,,,0.0,0.0,0.0,,,,
20150202,8,300413XSHE20150202,20200210005514,0,11503,27.98,32188164.0,300413.XSHE,27.98,1500,27.98,27.98,7000.0,40100.0,9.9842767296,25.44,4.0,23.757253467459233,22.26787063598633,19.132925130696904,17.557157130242715,25.6551953125,18.845295446515085,16.423568890593813,15.423989736203666,16.97233856139151,15.210280474434372,14.539274607660651,20.620899322057948,17.73123503842251,15.684445502362223,14.452121830657276,24.46997107148301,21.239526301719685,18.263172089575185,16.15497886743309,14.885685485576994,23.044535863435456,20.00227234239621,17.199297987269837,15.213912137291356,14.018558175737558,19.12,19.88003427592117,,,66.66666666666667,55.55555555555556,88.88888888888889,,100.0,,77.0886075949367,,,1.4698550807700808,2.9613977122063497,16.84887956707835,19.799433503951605,23.34,,,,,,0.0,0.0,0.0,,,,
20150203,9,300413XSHE20150203,20200210005514,0,10625,30.78,32703750.0,300413.XSHE,30.78,1500,30.78,30.78,7000.0,40100.0,10.0071479628,27.98,4.0,26.09816897830616,24.39590297698975,20.685868446603983,18.759233754766104,28.21759765625,20.3371335157007,17.349790252490983,16.09164235636872,18.034466364361393,15.820857710731064,14.96666211798537,22.46800853622923,18.97397455857275,16.420814014442115,14.85527931632006,26.881114047655345,23.142048792316107,19.54319379532993,16.913438434875378,15.300937695809662,25.315223908956973,21.793968280142355,18.404755321815568,15.92818959400885,14.409620936830457,21.03,19.89716422561544,,,77.77777777777779,62.96296296296296,107.40740740740745,,100.0,,77.10011507479864,,,1.8974714671078954,3.420931090702516,17.880814413961435,21.48875142642059,25.672000000000004,20.807,,,,,0.0,0.0,0.0,0.009195402298850583,,,
