time code operation
20150106 000016.XSHE buy
20150119 000001.XSHE buy
20150119 000016.XSHE sell
20150122 000016.XSHE buy
20150126 000016.XSHE buy
20150202 000001.XSHE buy
20150210 000016.XSHE buy
20150212 000001.XSHE sell
20150305 000016.XSHE sell
20150312 000001.XSHE buy
20150316 000016.XSHE buy
20150324 000016.XSHE sell
20150325 000001.XSHE sell
20150330 000001.XSHE buy
20150402 000016.XSHE buy
20150407 000001.XSHE buy
20150413 000001.XSHE sell
20150414 000001.XSHE buy
20150420 000001.XSHE sell
20150424 000001.XSHE buy
20150424 000016.XSHE sell
20150428 000016.XSHE buy
20150428 000001.XSHE sell
20150429 000016.XSHE buy
20150429 000016.XSHE sell
20150505 000001.XSHE buy
20150518 000001.XSHE buy
20150520 000016.XSHE buy
20150521 000001.XSHE sell
20150522 000016.XSHE buy
20150525 000001.XSHE buy
20150528 000001.XSHE buy
20150528 000001.XSHE sell
20150604 000001.XSHE sell
20150608 000001.XSHE buy
20150615 000001.XSHE sell
20150616 000001.XSHE buy
20150618 000001.XSHE buy
20150625 000001.XSHE buy
20150701 000001.XSHE buy
20150707 000001.XSHE sell
20150708 000001.XSHE buy
20150709 000001.XSHE sell
20150710 000001.XSHE buy
20150714 000001.XSHE sell
20150715 000001.XSHE buy
20150727 000001.XSHE buy
20150810 000001.XSHE sell
20150820 000001.XSHE buy
20150831 000001.XSHE sell
20150901 000001.XSHE buy
20150907 000001.XSHE sell
20150914 000016.XSHE sell
20150915 000001.XSHE buy
20150915 000016.XSHE buy
20150922 000001.XSHE sell
20151012 000001.XSHE buy
20151019 000016.XSHE sell
20151020 000016.XSHE buy
20151021 000016.XSHE buy
20151028 000016.XSHE buy
20151028 000001.XSHE sell
20151030 000016.XSHE buy
20151104 000001.XSHE buy
20151106 000016.XSHE sell
20151109 000016.XSHE buy
20151111 000016.XSHE buy
20151113 000016.XSHE sell
20151120 000016.XSHE buy
20151124 000001.XSHE sell
20151127 000001.XSHE buy
20151127 000016.XSHE buy
20151202 000001.XSHE sell
20151204 000016.XSHE sell
20151207 000016.XSHE buy
20151209 000016.XSHE sell
20151210 000016.XSHE buy
20151217 000016.XSHE sell
20151221 000001.XSHE buy
20151228 000016.XSHE buy
20151228 000001.XSHE sell
20151231 000016.XSHE buy
20160104 000001.XSHE buy
20160107 000001.XSHE buy
20160121 000001.XSHE buy
20160121 000016.XSHE buy
20160126 000001.XSHE buy
20160126 000016.XSHE buy
20160201 000001.XSHE buy
20160205 000016.XSHE buy
20160216 000016.XSHE buy
20160216 000016.XSHE sell
20160216 000001.XSHE sell
20160225 000001.XSHE buy
20160229 000001.XSHE buy
20160229 000016.XSHE sell
20160302 000016.XSHE buy
20160302 000001.XSHE sell
20160304 000001.XSHE buy
20160304 000016.XSHE sell
20160308 000016.XSHE buy
20160310 000016.XSHE sell
20160321 000001.XSHE buy
20160328 000001.XSHE sell
20160413 000016.XSHE buy
20160420 000016.XSHE buy
20160427 000016.XSHE buy
20160503 000016.XSHE sell
20160509 000016.XSHE buy
20160527 000016.XSHE buy
20160527 000016.XSHE sell
20160608 000016.XSHE sell
20160613 000016.XSHE buy
20160616 000001.XSHE buy
20160622 000016.XSHE buy
20160622 000016.XSHE sell
20160627 000016.XSHE sell
20160726 000016.XSHE buy
20160727 000016.XSHE sell
20160808 000016.XSHE buy
20160812 000001.XSHE buy
20160815 000016.XSHE buy
20160822 000016.XSHE sell
20160912 000016.XSHE buy
20161010 000016.XSHE sell
20161011 000016.XSHE buy
20161017 000016.XSHE sell
20161206 000016.XSHE buy
20161212 000016.XSHE buy
20161212 000016.XSHE sell
20170104 000016.XSHE sell
20170116 000016.XSHE buy
20170123 000016.XSHE sell
20170412 000016.XSHE buy
20170424 000016.XSHE buy
20170424 000016.XSHE sell
20170428 000016.XSHE sell
20170508 000016.XSHE buy
20170516 000016.XSHE sell
20170525 000001.XSHE buy
20170630 000016.XSHE buy
20170711 000001.XSHE buy
20170717 000016.XSHE buy
20170717 000016.XSHE sell
20170725 000016.XSHE sell
20170731 000016.XSHE buy
20170810 000016.XSHE sell
20170811 000001.XSHE buy
20170811 000016.XSHE buy
20170818 000016.XSHE buy
20170825 000001.XSHE buy
20170825 000016.XSHE buy
20170904 000001.XSHE buy
20170905 000016.XSHE buy
20170912 000016.XSHE sell
20170925 000016.XSHE buy
20171009 000016.XSHE buy
20171031 000016.XSHE buy
20171106 000016.XSHE buy
20171107 000001.XSHE buy
20171117 000016.XSHE buy
20171123 000016.XSHE buy
20171127 000016.XSHE buy
20171130 000016.XSHE buy
20171201 000001.XSHE buy
20171205 000016.XSHE buy
20171207 000001.XSHE buy
20171228 000016.XSHE buy
20180104 000016.XSHE buy
20180111 000016.XSHE buy
20180115 000001.XSHE buy
20180118 000016.XSHE buy
20180122 000016.XSHE buy
20180206 000016.XSHE buy
20180207 000001.XSHE buy
20180228 000001.XSHE buy
20180305 000001.XSHE buy
20180307 000016.XSHE buy
20180316 000016.XSHE buy
20180323 000001.XSHE buy
20180323 000016.XSHE buy
20180327 000016.XSHE buy
20180329 000016.XSHE buy
20180330 000001.XSHE buy
20180410 000001.XSHE buy
20180416 000016.XSHE buy
20180424 000001.XSHE buy
20180426 000016.XSHE buy
20180427 000001.XSHE buy
20180502 000016.XSHE buy
20180525 000016.XSHE buy
20180530 000001.XSHE buy
20180606 000016.XSHE buy
20180608 000016.XSHE buy
20180613 000016.XSHE buy
20180625 000001.XSHE buy
20180629 000016.XSHE buy
20180719 000016.XSHE buy
20180723 000001.XSHE buy
20180802 000016.XSHE buy
20180815 000016.XSHE buy
20180824 000001.XSHE buy
20180904 000001.XSHE buy
20180910 000016.XSHE buy
20180914 000016.XSHE sell
20180921 000001.XSHE buy
20181011 000001.XSHE buy
20181011 000016.XSHE buy
20181019 000001.XSHE buy
20181023 000016.XSHE buy
20181024 000001.XSHE buy
20181026 000016.XSHE sell
20181113 000016.XSHE buy
20181123 000016.XSHE buy
20181123 000016.XSHE sell
20181203 000016.XSHE sell
20181210 000016.XSHE buy
20181218 000016.XSHE buy
20181220 000001.XSHE buy
20190102 000001.XSHE buy
20190104 000016.XSHE sell
20190109 000001.XSHE buy
20190109 000016.XSHE buy
20190115 000001.XSHE buy
20190125 000001.XSHE buy
20190129 000016.XSHE buy
20190131 000001.XSHE buy
20190212 000016.XSHE buy
20190213 000001.XSHE buy
20190218 000016.XSHE buy
20190222 000016.XSHE buy
20190225 000001.XSHE buy
20190315 000016.XSHE buy
20190318 000001.XSHE buy
20190325 000001.XSHE buy
20190401 000001.XSHE buy
20190401 000016.XSHE buy
20190411 000016.XSHE buy
20190415 000016.XSHE buy
20190416 000001.XSHE buy
20190423 000016.XSHE buy
20190425 000016.XSHE buy
20190506 000001.XSHE buy
