time operation sell_price hold_day buy_price buy_date
20150106 sell 15.78 1 16.02 20150105
20150107 sell 15.48 1 15.78 20150106
20150120 sell 13.83 2 15.37 20150116
20150216 sell 13.92 1 13.95 20150213
20150217 sell 13.99 1 13.92 20150216
20150227 sell 13.99 4 13.92 20150216
20150302 sell 14.03 1 13.99 20150227
20150304 sell 13.57 3 13.99 20150227
20150311 sell 13.86 1 13.77 20150310
20150312 sell 14.6 2 13.77 20150310
20150313 sell 14.99 1 14.6 20150312
20150316 sell 15.41 1 14.99 20150313
20150317 sell 15.4 1 15.41 20150316
20150318 sell 15.51 2 15.41 20150316
20150319 sell 15.19 1 15.51 20150318
20150320 sell 15.32 2 15.51 20150318
20150323 sell 15.43 1 15.32 20150320
20150324 sell 15.35 2 15.32 20150320
20150326 sell 15.11 2 15.35 20150324
20150401 sell 15.96 1 15.75 20150331
20150402 sell 15.8 1 15.96 20150401
20150403 sell 15.85 1 15.8 20150402
20150407 sell 16.81 1 15.85 20150403
20150408 sell 17.92 2 15.85 20150403
20150409 sell 18.0 1 17.92 20150408
20150410 sell 19.8 2 17.92 20150408
20150414 sell 16.3 4 17.92 20150408
20150430 sell 16.7 1 16.65 20150429
20150505 sell 15.86 3 16.65 20150429
20150525 sell 16.6 1 16.27 20150522
20150526 sell 16.62 1 16.6 20150525
20150527 sell 16.48 1 16.62 20150526
20150529 sell 15.32 3 16.62 20150526
20150608 sell 17.29 1 16.3 20150605
20150609 sell 16.98 1 17.29 20150608
20150610 sell 16.68 1 16.98 20150609
20150611 sell 16.48 1 16.68 20150610
20150713 sell 14.44 1 14.86 20150710
20150715 sell 13.58 2 14.44 20150713
20150813 sell 12.57 2 12.84 20150811
20150902 sell 11.84 1 11.57 20150901
20150908 sell 11.0 2 11.84 20150902
20151014 sell 10.98 1 11.13 20151013
20151015 sell 11.17 1 10.98 20151014
20151016 sell 11.23 1 11.17 20151015
20151019 sell 11.26 1 11.23 20151016
20151020 sell 11.32 1 11.26 20151019
20151022 sell 11.33 1 11.22 20151021
20151023 sell 11.47 1 11.33 20151022
20151026 sell 11.52 1 11.47 20151023
20151027 sell 11.48 1 11.52 20151026
20151029 sell 11.27 3 11.52 20151026
