time operation sell_price buy_price buy_date
20150112 sell 14.77 15.08 20150109
20150113 sell 14.68 14.77 20150112
20150114 sell 14.81 14.68 20150113
20150116 sell 15.37 14.81 20150114
20150121 sell 14.42 13.83 20150120
20150122 sell 14.3 14.42 20150121
20150123 sell 14.4 14.3 20150122
20150126 sell 14.34 14.3 20150122
20150128 sell 14.06 13.99 20150127
20150129 sell 13.9 14.06 20150128
20150130 sell 13.93 14.06 20150128
20150202 sell 13.63 13.93 20150130
20150203 sell 13.95 13.93 20150130
20150206 sell 13.51 13.79 20150205
20150209 sell 13.52 13.51 20150206
20150210 sell 13.77 13.51 20150206
20150305 sell 13.38 13.57 20150304
20150306 sell 13.44 13.38 20150305
20150310 sell 13.77 13.38 20150305
20150415 sell 16.65 16.3 20150414
20150421 sell 16.56 16.3 20150414
20150424 sell 16.14 16.56 20150421
20150427 sell 16.42 16.14 20150424
20150429 sell 16.65 16.42 20150427
20150506 sell 15.72 15.86 20150505
20150507 sell 15.67 15.86 20150505
20150508 sell 15.85 15.67 20150507
20150511 sell 16.03 15.67 20150507
20150514 sell 15.89 15.88 20150513
20150515 sell 15.45 15.89 20150514
20150518 sell 15.18 15.89 20150514
20150519 sell 15.59 15.18 20150518
20150601 sell 15.9 15.32 20150529
20150617 sell 15.73 15.64 20150616
20150618 sell 15.38 15.73 20150617
20150619 sell 14.63 15.38 20150618
20150623 sell 14.95 14.63 20150619
20150624 sell 15.12 14.95 20150623
20150625 sell 14.87 15.12 20150624
20150626 sell 13.77 14.87 20150625
20150629 sell 13.56 13.77 20150626
20150630 sell 14.54 13.56 20150629
20150703 sell 13.07 13.75 20150702
20150706 sell 13.88 13.07 20150703
20150716 sell 13.6 13.58 20150715
20150717 sell 13.82 13.6 20150716
20150720 sell 13.6 13.82 20150717
20150721 sell 13.57 13.6 20150720
20150722 sell 13.52 13.57 20150721
20150723 sell 13.67 13.52 20150722
20150728 sell 12.62 12.44 20150727
20150729 sell 12.6 12.62 20150728
20150730 sell 12.26 12.6 20150729
20150731 sell 12.36 12.26 20150730
20150803 sell 12.82 12.36 20150731
20150807 sell 12.61 12.53 20150806
20150811 sell 12.84 12.61 20150807
20150814 sell 12.64 12.57 20150813
20150817 sell 12.54 12.64 20150814
20150818 sell 12.27 12.54 20150817
20150819 sell 12.23 12.27 20150818
20150820 sell 12.05 12.23 20150819
20150821 sell 11.5 12.05 20150820
20150824 sell 10.35 11.5 20150821
20150825 sell 9.46 11.5 20150821
20150826 sell 9.91 9.46 20150825
20150827 sell 10.8 9.91 20150826
20150909 sell 11.1 11.0 20150908
20150910 sell 11.05 11.1 20150909
20150911 sell 10.96 11.05 20150910
20150914 sell 10.87 10.96 20150911
20150915 sell 10.57 10.87 20150914
20150916 sell 10.9 10.87 20150914
20150921 sell 10.82 10.81 20150918
20150924 sell 10.71 10.82 20150921
20151130 sell 11.74 11.73 20151127
20151209 sell 11.99 11.96 20151208
20160122 sell 10.4 10.32 20160121
20160126 sell 9.87 10.37 20160125
20160127 sell 9.88 9.87 20160126
20160620 sell 8.6 8.58 20160617
20160621 sell 8.61 8.6 20160620
20160623 sell 8.66 8.73 20160622
20160627 sell 8.61 8.57 20160624
20160628 sell 8.63 8.61 20160627
20160713 sell 8.99 8.75 20160711
